Country Name,Question Number,Question,Response,Response Total %
Liberia,Q11E,Q11E How much do you trust doctors & nurses in this country?,Don't know/refused,2
Liberia,Q11F,Q11F How much do you trust NGO workers in this country?,A lot,25
Liberia,Q11F,Q11F How much do you trust NGO workers in this country?,Some,44
Liberia,Q11F,Q11F How much do you trust NGO workers in this country?,Not much,14
Liberia,Q11F,Q11F How much do you trust NGO workers in this country?,Not at all,12
Liberia,Q11F,Q11F How much do you trust NGO workers in this country?,Don't know/refused,4
Liberia,Q11G,Q11G How much do you trust traditional healers in this country?,A lot,21
Liberia,Q11G,Q11G How much do you trust traditional healers in this country?,Some,41
Liberia,Q11G,Q11G How much do you trust traditional healers in this country?,Not much,14
Liberia,Q11G,Q11G How much do you trust traditional healers in this country?,Not at all,17
Liberia,Q11G,Q11G How much do you trust traditional healers in this country?,Don't know/refused,7
Liberia,Q12,Q12 How much do you trust science?,A lot,37
Liberia,Q12,Q12 How much do you trust science?,Some,34
Liberia,Q12,Q12 How much do you trust science?,Not much,11
Liberia,Q12,Q12 How much do you trust science?,Not at all,5
Liberia,Q12,Q12 How much do you trust science?,Don't know/refused,13
Liberia,Q13,Q13 How much do you trust scientists to find out accurate information?,A lot,35
Liberia,Q13,Q13 How much do you trust scientists to find out accurate information?,Some,32
Liberia,Q13,Q13 How much do you trust scientists to find out accurate information?,Not much,12
Liberia,Q13,Q13 How much do you trust scientists to find out accurate information?,Not at all,6
Liberia,Q13,Q13 How much do you trust scientists to find out accurate information?,Don't know/refused,15
Liberia,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,A lot,29
Liberia,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Some,36
Liberia,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not much,12
Liberia,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not at all,8
Liberia,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Don't know/refused,15
Liberia,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,A lot,28
Liberia,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Some,32
Liberia,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not much,14
Liberia,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not at all,10
Liberia,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Don't know/refused,17
Liberia,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,A lot,29
Liberia,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Some,32
Liberia,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not much,15
Liberia,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not at all,10
Liberia,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Don't know/refused,14
Liberia,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,A lot,26
Liberia,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Some,36
Liberia,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not much,14
Liberia,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not at all,8
Liberia,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Don't know/refused,16
Liberia,Q16,Q16 How much of the population does science benefit in this country?,A lot,43
Liberia,Q16,Q16 How much of the population does science benefit in this country?,Some,29
Liberia,Q16,Q16 How much of the population does science benefit in this country?,Not much,18
Liberia,Q16,Q16 How much of the population does science benefit in this country?,Don't know/refused,10
Liberia,Q17,Q17 Does the work that scientists do benefit people like you?,Yes,78
Liberia,Q17,Q17 Does the work that scientists do benefit people like you?,No,14
Liberia,Q17,Q17 Does the work that scientists do benefit people like you?,Don't know/refused,9
Liberia,Q18,Q18 Do you think science & technology will improve life for the next generation?,Yes,86
Liberia,Q18,Q18 Do you think science & technology will improve life for the next generation?,No,5
Liberia,Q18,Q18 Do you think science & technology will improve life for the next generation?,Don't know/refused,9
Liberia,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Yes,73
Liberia,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,No,12
Liberia,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Neutral,2
Liberia,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Don't know/refused,14
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,Family/friends,13
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,Religious leader,3
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,Doctor/nurse,79
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,Famous person,0
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,Traditional healer,2
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,N/A,1
Liberia,Q20,Q20 Which of the following people do you trust for medical/health advice?,Don't know/refused,2
Liberia,Q21,Q21 How much do you trust medical & health advice from this country's government?,A lot,32
Liberia,Q21,Q21 How much do you trust medical & health advice from this country's government?,Some,45
Liberia,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not much,12
Liberia,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not at all,5
Liberia,Q21,Q21 How much do you trust medical & health advice from this country's government?,Don't know/refused,5
Liberia,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,A lot,36
Liberia,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Some,46
Liberia,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not much,10
Liberia,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not at all,3
Liberia,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Don't know/refused,5
Liberia,Q23,"Q23 Before today, had you ever heard of a vaccine?",Yes,94
Liberia,Q23,"Q23 Before today, had you ever heard of a vaccine?",No,6
Liberia,Q23,"Q23 Before today, had you ever heard of a vaccine?",Don't know/refused,0
Liberia,Q24,Q24 How much do you agree that vaccines are important for children to have?,A lot,92
Liberia,Q24,Q24 How much do you agree that vaccines are important for children to have?,Some,5
Liberia,Q24,Q24 How much do you agree that vaccines are important for children to have?,Neutral,0
Liberia,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not much,0
Liberia,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not at all,2
Liberia,Q24,Q24 How much do you agree that vaccines are important for children to have?,Don't know/refused,0
Liberia,Q25,Q25 How much do you agree that vaccines are safe?,A lot,87
Liberia,Q25,Q25 How much do you agree that vaccines are safe?,Some,9
Liberia,Q25,Q25 How much do you agree that vaccines are safe?,Neutral,1
Liberia,Q25,Q25 How much do you agree that vaccines are safe?,not much,1
Liberia,Q25,Q25 How much do you agree that vaccines are safe?,Not at all,2
Liberia,Q25,Q25 How much do you agree that vaccines are safe?,Don't know/refused,0
Liberia,Q26,Q26 How much do you agree that vaccines are effective?,A lot,59
Liberia,Q26,Q26 How much do you agree that vaccines are effective?,Some,9
Liberia,Q26,Q26 How much do you agree that vaccines are effective?,Neutral,3
Liberia,Q26,Q26 How much do you agree that vaccines are effective?,Not much,14
Liberia,Q26,Q26 How much do you agree that vaccines are effective?,Not at all,14
Liberia,Q26,Q26 How much do you agree that vaccines are effective?,Don't know/refused,2
Liberia,Q28,"Q28 If you have children, have your children received a vaccine?",Yes,95
Liberia,Q28,"Q28 If you have children, have your children received a vaccine?",No,4
Liberia,Q28,"Q28 If you have children, have your children received a vaccine?",Don't know/refused,1
Liberia,D1,D1 Do you have a religion,Yes,98
Liberia,D1,D1 Do you have a religion,Don't know/refused,2
Liberia,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Yes,33
Liberia,Q29,Q29 Has science ever disagreed with the teachings of your religion?,No,52
Liberia,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Don't know/refused,16
Liberia,Q30,"Q30 When science disagrees with your religion, do you believe science?",Yes,38
Liberia,Q30,"Q30 When science disagrees with your religion, do you believe science?",No,59
Liberia,Q30,"Q30 When science disagrees with your religion, do you believe science?",It depends,1
Liberia,Q30,"Q30 When science disagrees with your religion, do you believe science?",Don't know/refused,1
Libya,Q1,Q1 How much do you know about science?,A lot,5
Libya,Q1,Q1 How much do you know about science?,Some,38
Libya,Q1,Q1 How much do you know about science?,Not much,38
Libya,Q1,Q1 How much do you know about science?,Not at all,18
Libya,Q1,Q1 How much do you know about science?,Don't know/refused,0
Libya,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,A lot,22
Libya,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Some,42
Libya,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not much,15
Libya,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not at all,19
Libya,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Don't know/refused,1
Libya,Q3,Q3 Do you think studying disease is a part of science?,Yes,90
Libya,Q3,Q3 Do you think studying disease is a part of science?,No,8
Libya,Q3,Q3 Do you think studying disease is a part of science?,Don't know/refused,2
Libya,Q5A,Q5A Did you learn about science at primary school?,Yes,91
Libya,Q5A,Q5A Did you learn about science at primary school?,No,6
Libya,Q5A,Q5A Did you learn about science at primary school?,N/A,3
Libya,Q5A,Q5A Did you learn about science at primary school?,Don't know/refused,0
Libya,Q5B,Q5B Did you learn about science at secondary school?,Yes,61
Libya,Q5B,Q5B Did you learn about science at secondary school?,No,27
Libya,Q5B,Q5B Did you learn about science at secondary school?,N/A,11
Libya,Q5B,Q5B Did you learn about science at secondary school?,Don't know/refused,1
Libya,Q5C,Q5C Did you learn about science at college/university?,Yes,28
Libya,Q5C,Q5C Did you learn about science at college/university?,No,52
Libya,Q5C,Q5C Did you learn about science at college/university?,N/A,19
Libya,Q5C,Q5C Did you learn about science at college/university?,Don't know/refused,0
Libya,Q6,Q6  Have you tried to get science information in the past 30 days?,Yes,34
Libya,Q6,Q6  Have you tried to get science information in the past 30 days?,No,64
Libya,Q6,Q6  Have you tried to get science information in the past 30 days?,Don't know/refused,1
Libya,Q7,Q7  Have you tried to get health information in the past 30 days?,Yes,52
Libya,Q7,Q7  Have you tried to get health information in the past 30 days?,No,47
Libya,Q7,Q7  Have you tried to get health information in the past 30 days?,Don't know/refused,0
Libya,Q8,Q8  Would you like to know more about science?,Yes,86
Libya,Q8,Q8  Would you like to know more about science?,No,13
Libya,Q8,Q8  Would you like to know more about science?,Don't know/refused,1
Libya,Q9,Q8  Would you like to know more about medicine/disease/health?,Yes,88
Libya,Q9,Q8  Would you like to know more about medicine/disease/health?,No,11
Libya,Q9,Q8  Would you like to know more about medicine/disease/health?,Don't know/refused,1
Libya,Q10A,Q10A Do you have confidence in non profit organisations?,Yes,51
Libya,Q10A,Q10A Do you have confidence in non profit organisations?,No,39
Libya,Q10A,Q10A Do you have confidence in non profit organisations?,Don't know/refused,10
Libya,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Yes,42
Libya,Q10B,Q10B Do you have confidence in hospitals/health clinics?,No,52
Libya,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Don't know/refused,6
Libya,Q11A,Q11A How much do you trust people in your neighbourhood?,A lot,41
Libya,Q11A,Q11A How much do you trust people in your neighbourhood?,Some,38
Libya,Q11A,Q11A How much do you trust people in your neighbourhood?,Not much,10
Libya,Q11A,Q11A How much do you trust people in your neighbourhood?,Not at all,11
Libya,Q11A,Q11A How much do you trust people in your neighbourhood?,Don't know/refused,1
Libya,Q11B,Q11B How much do you trust this country's national government?,A lot,15
Libya,Q11B,Q11B How much do you trust this country's national government?,Some,23
Libya,Q11B,Q11B How much do you trust this country's national government?,Not much,7
Libya,Q11B,Q11B How much do you trust this country's national government?,Not at all,41
Libya,Q11B,Q11B How much do you trust this country's national government?,Don't know/refused,14
Libya,Q11C,Q11C How much do you trust scientists in this country?,A lot,31
Libya,Q11C,Q11C How much do you trust scientists in this country?,Some,36
Libya,Q11C,Q11C How much do you trust scientists in this country?,Not much,9
Libya,Q11C,Q11C How much do you trust scientists in this country?,Not at all,11
Libya,Q11C,Q11C How much do you trust scientists in this country?,Don't know/refused,13
Libya,Q11D,Q11D How much do you trust journalists in this country?,A lot,11
Libya,Q11D,Q11D How much do you trust journalists in this country?,Some,37
Libya,Q11D,Q11D How much do you trust journalists in this country?,Not much,11
Libya,Q11D,Q11D How much do you trust journalists in this country?,Not at all,28
Libya,Q11D,Q11D How much do you trust journalists in this country?,Don't know/refused,13
Libya,Q11E,Q11E How much do you trust doctors & nurses in this country?,A lot,30
Libya,Q11E,Q11E How much do you trust doctors & nurses in this country?,Some,47
Libya,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not much,9
Libya,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not at all,11
Libya,Q11E,Q11E How much do you trust doctors & nurses in this country?,Don't know/refused,3
Libya,Q11F,Q11F How much do you trust NGO workers in this country?,A lot,25
Libya,Q11F,Q11F How much do you trust NGO workers in this country?,Some,39
Libya,Q11F,Q11F How much do you trust NGO workers in this country?,Not much,9
Libya,Q11F,Q11F How much do you trust NGO workers in this country?,Not at all,17
Libya,Q11F,Q11F How much do you trust NGO workers in this country?,Don't know/refused,11
Libya,Q11G,Q11G How much do you trust traditional healers in this country?,A lot,28
Libya,Q11G,Q11G How much do you trust traditional healers in this country?,Some,43
Libya,Q11G,Q11G How much do you trust traditional healers in this country?,Not much,10
Libya,Q11G,Q11G How much do you trust traditional healers in this country?,Not at all,13
Libya,Q11G,Q11G How much do you trust traditional healers in this country?,Don't know/refused,6
Libya,Q12,Q12 How much do you trust science?,A lot,41
Libya,Q12,Q12 How much do you trust science?,Some,28
Libya,Q12,Q12 How much do you trust science?,Not much,6
Libya,Q12,Q12 How much do you trust science?,Not at all,3
Libya,Q12,Q12 How much do you trust science?,Don't know/refused,21
Libya,Q13,Q13 How much do you trust scientists to find out accurate information?,A lot,42
Libya,Q13,Q13 How much do you trust scientists to find out accurate information?,Some,31
Libya,Q13,Q13 How much do you trust scientists to find out accurate information?,Not much,9
Libya,Q13,Q13 How much do you trust scientists to find out accurate information?,Not at all,1
Libya,Q13,Q13 How much do you trust scientists to find out accurate information?,Don't know/refused,16
Libya,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,A lot,27
Libya,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Some,35
Libya,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not much,13
Libya,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not at all,6
Libya,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Don't know/refused,20
Libya,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,A lot,22
Libya,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Some,30
Libya,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not much,12
Libya,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not at all,6
Libya,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Don't know/refused,30
Libya,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,A lot,21
Libya,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Some,33
Libya,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not much,12
Libya,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Not at all,10
Libya,Q15A,Q15A How much do you trust corporate scientists to do work that benefits the public?,Don't know/refused,24
Libya,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,A lot,15
Libya,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Some,30
Libya,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not much,15
Libya,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Not at all,11
Libya,Q15B,Q15A How much do you trust corporate scientists to be open & honest about who pays for their work?,Don't know/refused,30
Libya,Q16,Q16 How much of the population does science benefit in this country?,A lot,21
Libya,Q16,Q16 How much of the population does science benefit in this country?,Some,40
Libya,Q16,Q16 How much of the population does science benefit in this country?,Not much,33
Libya,Q16,Q16 How much of the population does science benefit in this country?,Don't know/refused,6
Libya,Q17,Q17 Does the work that scientists do benefit people like you?,Yes,65
Libya,Q17,Q17 Does the work that scientists do benefit people like you?,No,28
Libya,Q17,Q17 Does the work that scientists do benefit people like you?,Don't know/refused,7
Libya,Q18,Q18 Do you think science & technology will improve life for the next generation?,Yes,88
Libya,Q18,Q18 Do you think science & technology will improve life for the next generation?,No,9
Libya,Q18,Q18 Do you think science & technology will improve life for the next generation?,Don't know/refused,3
Libya,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Yes,71
Libya,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,No,21
Libya,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Neutral,1
Libya,Q19,Q19 Do you think science & technology will increase the number of jobs in your local area?,Don't know/refused,7
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,Family/friends,29
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,Religious leader,10
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,Doctor/nurse,46
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,Famous person,2
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,Traditional healer,10
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,N/A,1
Libya,Q20,Q20 Which of the following people do you trust for medical/health advice?,Don't know/refused,1
Libya,Q21,Q21 How much do you trust medical & health advice from this country's government?,A lot,28
Libya,Q21,Q21 How much do you trust medical & health advice from this country's government?,Some,35
Libya,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not much,12
Libya,Q21,Q21 How much do you trust medical & health advice from this country's government?,Not at all,11
Libya,Q21,Q21 How much do you trust medical & health advice from this country's government?,Don't know/refused,15
Libya,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,A lot,28
Libya,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Some,43
Libya,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not much,13
Libya,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Not at all,5
Libya,Q22,Q22 How much do you trust medical & health advice from doctors/nurses?,Don't know/refused,11
Libya,Q23,"Q23 Before today, had you ever heard of a vaccine?",Yes,87
Libya,Q23,"Q23 Before today, had you ever heard of a vaccine?",No,13
Libya,Q23,"Q23 Before today, had you ever heard of a vaccine?",Don't know/refused,0
Libya,Q24,Q24 How much do you agree that vaccines are important for children to have?,A lot,71
Libya,Q24,Q24 How much do you agree that vaccines are important for children to have?,Some,15
Libya,Q24,Q24 How much do you agree that vaccines are important for children to have?,Neutral,6
Libya,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not much,3
Libya,Q24,Q24 How much do you agree that vaccines are important for children to have?,Not at all,3
Libya,Q24,Q24 How much do you agree that vaccines are important for children to have?,Don't know/refused,1
Libya,Q25,Q25 How much do you agree that vaccines are safe?,A lot,58
Libya,Q25,Q25 How much do you agree that vaccines are safe?,Some,16
Libya,Q25,Q25 How much do you agree that vaccines are safe?,Neutral,13
Libya,Q25,Q25 How much do you agree that vaccines are safe?,not much,6
Libya,Q25,Q25 How much do you agree that vaccines are safe?,Not at all,3
Libya,Q25,Q25 How much do you agree that vaccines are safe?,Don't know/refused,4
Libya,Q26,Q26 How much do you agree that vaccines are effective?,A lot,55
Libya,Q26,Q26 How much do you agree that vaccines are effective?,Some,20
Libya,Q26,Q26 How much do you agree that vaccines are effective?,Neutral,15
Libya,Q26,Q26 How much do you agree that vaccines are effective?,Not much,4
Libya,Q26,Q26 How much do you agree that vaccines are effective?,Not at all,1
Libya,Q26,Q26 How much do you agree that vaccines are effective?,Don't know/refused,5
Libya,Q28,"Q28 If you have children, have your children received a vaccine?",Yes,92
Libya,Q28,"Q28 If you have children, have your children received a vaccine?",No,8
Libya,D1,D1 Do you have a religion,Yes,100
Libya,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Yes,52
Libya,Q29,Q29 Has science ever disagreed with the teachings of your religion?,No,39
Libya,Q29,Q29 Has science ever disagreed with the teachings of your religion?,Don't know/refused,9
Libya,Q30,"Q30 When science disagrees with your religion, do you believe science?",Yes,6
Libya,Q30,"Q30 When science disagrees with your religion, do you believe science?",No,90
Libya,Q30,"Q30 When science disagrees with your religion, do you believe science?",It depends,3
Libya,Q30,"Q30 When science disagrees with your religion, do you believe science?",Don't know/refused,1
Lithuania,Q1,Q1 How much do you know about science?,A lot,5
Lithuania,Q1,Q1 How much do you know about science?,Some,48
Lithuania,Q1,Q1 How much do you know about science?,Not much,33
Lithuania,Q1,Q1 How much do you know about science?,Not at all,8
Lithuania,Q1,Q1 How much do you know about science?,Don't know/refused,6
Lithuania,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,A lot,48
Lithuania,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Some,35
Lithuania,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not much,13
Lithuania,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Not at all,2
Lithuania,Q2,Q2 How much did you understand the meaning of 'science' & 'scientists'?,Don't know/refused,2
Lithuania,Q3,Q3 Do you think studying disease is a part of science?,Yes,94
Lithuania,Q3,Q3 Do you think studying disease is a part of science?,No,3
Lithuania,Q3,Q3 Do you think studying disease is a part of science?,Don't know/refused,3
Lithuania,Q5A,Q5A Did you learn about science at primary school?,Yes,55
Lithuania,Q5A,Q5A Did you learn about science at primary school?,No,26
Lithuania,Q5A,Q5A Did you learn about science at primary school?,N/A,3
Lithuania,Q5A,Q5A Did you learn about science at primary school?,Don't know/refused,16
Lithuania,Q5B,Q5B Did you learn about science at secondary school?,Yes,72
Lithuania,Q5B,Q5B Did you learn about science at secondary school?,No,17
Lithuania,Q5B,Q5B Did you learn about science at secondary school?,N/A,1
Lithuania,Q5B,Q5B Did you learn about science at secondary school?,Don't know/refused,11
Lithuania,Q5C,Q5C Did you learn about science at college/university?,Yes,29
Lithuania,Q5C,Q5C Did you learn about science at college/university?,No,35
Lithuania,Q5C,Q5C Did you learn about science at college/university?,N/A,32
Lithuania,Q5C,Q5C Did you learn about science at college/university?,Don't know/refused,5
Lithuania,Q6,Q6  Have you tried to get science information in the past 30 days?,Yes,27
Lithuania,Q6,Q6  Have you tried to get science information in the past 30 days?,No,69
Lithuania,Q6,Q6  Have you tried to get science information in the past 30 days?,Don't know/refused,4
Lithuania,Q7,Q7  Have you tried to get health information in the past 30 days?,Yes,33
Lithuania,Q7,Q7  Have you tried to get health information in the past 30 days?,No,65
Lithuania,Q7,Q7  Have you tried to get health information in the past 30 days?,Don't know/refused,2
Lithuania,Q8,Q8  Would you like to know more about science?,Yes,41
Lithuania,Q8,Q8  Would you like to know more about science?,No,38
Lithuania,Q8,Q8  Would you like to know more about science?,Don't know/refused,21
Lithuania,Q9,Q8  Would you like to know more about medicine/disease/health?,Yes,58
Lithuania,Q9,Q8  Would you like to know more about medicine/disease/health?,No,32
Lithuania,Q9,Q8  Would you like to know more about medicine/disease/health?,Don't know/refused,10
Lithuania,Q10A,Q10A Do you have confidence in non profit organisations?,Yes,49
Lithuania,Q10A,Q10A Do you have confidence in non profit organisations?,No,34
Lithuania,Q10A,Q10A Do you have confidence in non profit organisations?,Don't know/refused,17
Lithuania,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Yes,74
Lithuania,Q10B,Q10B Do you have confidence in hospitals/health clinics?,No,18
Lithuania,Q10B,Q10B Do you have confidence in hospitals/health clinics?,Don't know/refused,8
Lithuania,Q11A,Q11A How much do you trust people in your neighbourhood?,A lot,31
Lithuania,Q11A,Q11A How much do you trust people in your neighbourhood?,Some,49
Lithuania,Q11A,Q11A How much do you trust people in your neighbourhood?,Not much,10
Lithuania,Q11A,Q11A How much do you trust people in your neighbourhood?,Not at all,3
Lithuania,Q11A,Q11A How much do you trust people in your neighbourhood?,Don't know/refused,7
Lithuania,Q11B,Q11B How much do you trust this country's national government?,A lot,9
Lithuania,Q11B,Q11B How much do you trust this country's national government?,Some,31
Lithuania,Q11B,Q11B How much do you trust this country's national government?,Not much,28
Lithuania,Q11B,Q11B How much do you trust this country's national government?,Not at all,21
Lithuania,Q11B,Q11B How much do you trust this country's national government?,Don't know/refused,11
Lithuania,Q11C,Q11C How much do you trust scientists in this country?,A lot,33
Lithuania,Q11C,Q11C How much do you trust scientists in this country?,Some,43
Lithuania,Q11C,Q11C How much do you trust scientists in this country?,Not much,7
Lithuania,Q11C,Q11C How much do you trust scientists in this country?,Not at all,2
Lithuania,Q11C,Q11C How much do you trust scientists in this country?,Don't know/refused,14
Lithuania,Q11D,Q11D How much do you trust journalists in this country?,A lot,19
Lithuania,Q11D,Q11D How much do you trust journalists in this country?,Some,37
Lithuania,Q11D,Q11D How much do you trust journalists in this country?,Not much,20
Lithuania,Q11D,Q11D How much do you trust journalists in this country?,Not at all,12
Lithuania,Q11D,Q11D How much do you trust journalists in this country?,Don't know/refused,12
Lithuania,Q11E,Q11E How much do you trust doctors & nurses in this country?,A lot,38
Lithuania,Q11E,Q11E How much do you trust doctors & nurses in this country?,Some,45
Lithuania,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not much,9
Lithuania,Q11E,Q11E How much do you trust doctors & nurses in this country?,Not at all,4
Lithuania,Q11E,Q11E How much do you trust doctors & nurses in this country?,Don't know/refused,4
Lithuania,Q11F,Q11F How much do you trust NGO workers in this country?,A lot,19
Lithuania,Q11F,Q11F How much do you trust NGO workers in this country?,Some,39
Lithuania,Q11F,Q11F How much do you trust NGO workers in this country?,Not much,20
Lithuania,Q11F,Q11F How much do you trust NGO workers in this country?,Not at all,8
Lithuania,Q11F,Q11F How much do you trust NGO workers in this country?,Don't know/refused,14
Lithuania,Q11G,Q11G How much do you trust traditional healers in this country?,A lot,6
Lithuania,Q11G,Q11G How much do you trust traditional healers in this country?,Some,25
Lithuania,Q11G,Q11G How much do you trust traditional healers in this country?,Not much,24
Lithuania,Q11G,Q11G How much do you trust traditional healers in this country?,Not at all,25
Lithuania,Q11G,Q11G How much do you trust traditional healers in this country?,Don't know/refused,19
Lithuania,Q12,Q12 How much do you trust science?,A lot,29
Lithuania,Q12,Q12 How much do you trust science?,Some,50
Lithuania,Q12,Q12 How much do you trust science?,Not much,8
Lithuania,Q12,Q12 How much do you trust science?,Not at all,3
Lithuania,Q12,Q12 How much do you trust science?,Don't know/refused,11
Lithuania,Q13,Q13 How much do you trust scientists to find out accurate information?,A lot,30
Lithuania,Q13,Q13 How much do you trust scientists to find out accurate information?,Some,45
Lithuania,Q13,Q13 How much do you trust scientists to find out accurate information?,Not much,6
Lithuania,Q13,Q13 How much do you trust scientists to find out accurate information?,Not at all,2
Lithuania,Q13,Q13 How much do you trust scientists to find out accurate information?,Don't know/refused,16
Lithuania,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,A lot,18
Lithuania,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Some,48
Lithuania,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not much,10
Lithuania,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Not at all,5
Lithuania,Q14A,Q14A How much do you trust college & university scientists to do work that benefits the public?,Don't know/refused,20
Lithuania,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,A lot,16
Lithuania,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Some,36
Lithuania,Q14B,Q14B How much do you trust college & universite scientists to be open & honest about who pays for their work?,Not much,13
